INCIDEN_NO,INCIDEN_TY,LOCATION,LSD,SECTION,TOWNSHIP,RANGE,MERIDIAN,LICENCE_NO,LICENCE_TY,INCI_DATE,NOTIF_DATE,COMPLE_DAT,SOURCE,CAUSE_CATG,CAUSE_TYPE,FAIL_TYPE,STRIKE_ARE,FIELD_CEN,LIC_BA_ID,LICENSEE,INJURY,FATALITY,JURISD_CAT,JURISDICT,OFFSITE,SENSI_AREA,CSUFILENO,REVIEWCLOS,REVCLOSDES,PUB_AFFECT,ENV_AFFECT,WILD_AFFEC,AREA_AFFEC,PUB_EVACUA,CLEANUP_DA,PIPE_LIC,PIPE_NUM,PIPE_DAMAG,PIPE_FAIL,PIPE_DIAM,PIPE_GRADE,PIPE_THICK,SEG_LENGTH,SEG_STATUS,CROSS_TYPE,PIPE_TYPE,PIP_MATERL,PIPE_MAOP,STRESSLEVL,JOINTMETHD,EXT_COAT,INT_PROTEC,SUB_REL_1,VOL_REL_1,VOL_REC_1,VOL_UNIT_1,SUB_REL_2,VOL_REL_2,VOL_REC_2,VOL_UNIT_2,SUB_REL_3,VOL_REL_3,VOL_REC_3,VOL_UNIT_3,SUB_REL_4,VOL_REL_4,VOL_REC_4,VOL_UNIT_4,SUB_REL_5,VOL_REL_5,VOL_REC_5,VOL_UNIT_5,SUB_REL_6,VOL_REL_6,VOL_REC_6,VOL_UNIT_6,SUB_REL_7,VOL_REL_7,VOL_REC_7,VOL_UNIT_7,icon_url
"19980055",Release,02-28-066-10W5,"2","28","66","10","5","11148",Pipeline Licence,1998/01/04,1998/01/04,1998/01/08,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1998/01/08,"52025","3",Leak,N,88.900000000000006,X42,4.780000000000000,1.240000000000000,Operating,,5LX,Steel,4140.000000000000000,"13",Welded,,Uncoated,Crude Oil,0.80000000000,0.80000000000,m3,Salt/Produced Water,0.70000000000,0.70000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19810428",Release,04-28-066-10W5,"4","28","66","10","5","14573",Pipeline Licence,1981/05/16,1981/05/16,1981/05/18,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1981/05/18,"68025","9",Leak,N,114.299999999999997,0X52,4.780000000000000,,Operating,,,,,,,,,Salt/Produced Water,1.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19810932",Release,04-28-066-10W5,"4","28","66","10","5","14573",Pipeline Licence,1981/11/05,1981/11/05,1981/11/06,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1981/11/06,"68025","9",Leak,Y,114.299999999999997,0X52,4.780000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19810945",Release,04-28-066-10W5,"4","28","66","10","5","14573",Pipeline Licence,1981/11/09,1981/11/09,1981/11/10,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1981/11/10,"68025","9",Leak,Y,114.299999999999997,0X52,4.780000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19820166",Release,04-28-066-10W5,"4","28","66","10","5","14573",Pipeline Licence,1982/02/15,1982/02/15,1982/02/16,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1982/02/16,"68025","9",Leak,N,114.299999999999997,0X52,4.780000000000000,,Operating,,,,,,,,,Salt/Produced Water,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19870021",Release,04-28-066-10W5,"4","28","66","10","5","14573",Pipeline Licence,1987/01/06,1987/01/06,1987/01/10,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1987/01/10,"68025","9",Leak,N,114.299999999999997,"3591",4.780000000000000,,Operating,,,,,,,,,Salt/Produced Water,8.00000000000,6.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19870029",Release,04-28-066-10W5,"4","28","66","10","5","14573",Pipeline Licence,1987/01/07,1987/01/07,1987/01/08,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1987/01/08,"68025","9",Leak,Y,114.299999999999997,"3591",4.780000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19870066",Release,04-28-066-10W5,"4","28","66","10","5","14573",Pipeline Licence,1987/01/13,1987/01/13,1994/01/27,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,,Conversion from ENV system,Conversion from ENV system,,1994/01/27,"68025","9",Leak,Y,114.299999999999997,"3591",4.780000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19870072",Release,04-28-066-10W5,"4","28","66","10","5","14573",Pipeline Licence,1987/01/14,1987/01/14,1994/01/27,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,,Conversion from ENV system,Conversion from ENV system,,1994/01/27,"68025","9",Leak,Y,114.299999999999997,"0359",4.780000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19870087",Release,04-28-066-10W5,"4","28","66","10","5","14573",Pipeline Licence,1987/01/17,1987/01/17,1987/01/20,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1987/01/20,"68025","9",Leak,Y,114.299999999999997,"3591",4.780000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19870095",Release,04-28-066-10W5,"4","28","66","10","5","14573",Pipeline Licence,1987/01/18,1987/01/18,1987/01/20,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1987/01/20,"68025","9",Leak,Y,114.299999999999997,"3591",4.780000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19870300",Release,04-28-066-10W5,"4","28","66","10","5","10585",Pipeline Licence,1987/03/02,1987/03/02,1987/03/05,Water Pipeline,Conversion,Conversion,Corrosion At Girth Or Fillet Weld,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1987/03/05,"47962","1",Leak,N,114.299999999999997,0X52,5.210000000000000,,Operating,,,,,,,,,Salt/Produced Water,3.00000000000,3.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19950519",Release,04-28-066-10W5,"4","28","66","10","5","10408",Pipeline Licence,1995/02/16,1995/02/16,1995/02/28,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1995/02/28,"47035","3",Leak,N,114.299999999999997,B,3.960000000000000,4.140000000000000,Operating,,5L,Steel,4140.000000000000000,"25",Welded,,Uncoated,Crude Oil,1.00000000000,0.50000000000,m3,Salt/Produced Water,1.00000000000,0.50000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19970363",Release,04-28-066-10W5,"4","28","66","10","5","10408",Pipeline Licence,1997/01/20,1997/01/20,1997/01/21,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1997/01/21,"47036","4",Leak,N,168.300000000000011,"2901",3.960000000000000,3.560000000000000,Operating,,Z245.3,Steel,4140.000000000000000,"30",Thru-Kote Welded,,Thin Film,Crude Oil,1.00000000000,1.00000000000,m3,Salt/Produced Water,1.00000000000,0.50000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19981946",Release,04-28-066-10W5,"4","28","66","10","5","10585",Pipeline Licence,1998/07/21,1998/07/21,1998/07/30,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,,,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1998/07/30,"47962","1",Leak,N,114.299999999999997,X52,5.210000000000000,2.560000000000000,Operating,,5LX,Steel,20680.000000000000000,,Thru-Kote Welded,,Expanded Poly,Salt/Produced Water,3.00000000000,3.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19982516",Release,04-28-066-10W5,"4","28","66","10","5","14573",Pipeline Licence,1998/10/13,1998/10/13,1998/10/20,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,,,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1998/10/20,"68086","76",Leak,N,219.099999999999994,"3591",9.529999999999999,3.710000000000000,Operating,,Z245.1,Steel,20680.000000000000000,,Welded,,Expanded Poly,Salt/Produced Water,96.00000000000,90.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19800784",Release,10-28-066-10W5,"10","28","66","10","5","4106",Pipeline Licence,1980/09/27,1980/09/27,1994/01/27,Natural Gas Pipeline,Conversion,Conversion,Damage by Others (contact damage),SWANH,St. Albert,"0007",Imperial Oil Resources Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,,Conversion from ENV system,Conversion from ENV system,,1994/01/27,"11242","58",Rupture,N,323.899999999999977,000B,3.580000000000000,,Operating,,,,,,,,,Gas Production (Marketable),1.00000000000,0.00000000000,103 m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19810090",Release,10-28-066-10W5,"10","28","66","10","5","10585",Pipeline Licence,1981/01/26,1981/01/26,1981/01/26,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1981/01/26,"47962","1",Leak,N,88.900000000000006,X052,5.200000000000000,,Operating,,,,,,,,,Salt/Produced Water,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20142901",Release,10-28-066-10W5,"10","28","66","10","5","0016470",Well Licence,2014/10/31,2014/10/31,2015/03/25,Service Well,Equipment Failure,Malfunction,Equipment Failure,SWANH,St. Albert,0HE9,Canadian Natural Resources Limited,0.000000000000000,0.000000000000000,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2014/11/04,,,,,,,,,,,,,,,,,,Lubricants,0.10000000000,0.00000000000,m3,Waste,0.00000000000,9.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19771112",Release,12-28-066-10W5,"12","28","66","10","5",,,1977/11/27,1977/11/27,1977/12/02,Multiphase Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1977/12/02,,"999",Leak,N,88.900000000000006,B,5.490000000000000,,Operating,,,,,,,,,Crude Oil,1.00000000000,0.00000000000,m3,Salt/Produced Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20091889",Release,12-28-066-10W5,"12","28","66","10","5","9344",Pipeline Licence,2009/09/29,2009/09/29,2009/12/16,Multiphase Pipeline,Equipment Failure,Mechanical/Strctural,Pipe Body Failure,SWANH,St. Albert,0K29,Devon Canada Corporation,0.000000000000000,0.000000000000000,Crown,Crown Any Area,Y,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2009/09/29,"39391","1",Leak,Y,88.900000000000006,B,5.490000000000000,1.200000000000000,Operating,,5L,Steel,9000.000000000000000,"30",Welded,,Uncoated,Fresh Water,0.10000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19960964",Release,14-28-066-10W5,"14","28","66","10","5","10104",Pipeline Licence,1996/04/15,1996/04/15,1996/04/15,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1996/04/15,"44756","9",Leak,N,88.900000000000006,"2901",4.780000000000000,1.580000000000000,Operating,,Z245.3,Steel,4140.000000000000000,"13",Welded,,Uncoated,Crude Oil,0.10000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20020280",Release,14-28-066-10W5,"14","28","66","10","5","10104",Pipeline Licence,2002/01/15,2002/01/15,2002/01/15,Multiphase Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,,,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,2002/01/15,"44756","9",Leak,N,88.900000000000006,"2901",4.780000000000000,1.580000000000000,Operating,,Z245.3,Steel,4140.000000000000000,"13",Welded,,Uncoated,Gas Production (Raw),0.60000000000,0.00000000000,103 m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20070049",Release,14-28-066-10W5,"14","28","66","10","5","10104",Pipeline Licence,2007/01/06,2007/01/06,2007/02/01,Multiphase Pipeline,Equipment Failure,Internal corrosion,Corrosion Internal,SWANH,St. Albert,0K29,Devon Canada Corporation,0.000000000000000,0.000000000000000,Crown,Crown Any Area,Y,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2007/01/06,"44756","9",Leak,N,88.900000000000006,"2901",4.780000000000000,1.580000000000000,Operating,,Z245.3,Steel,4140.000000000000000,"13",Welded,YJ,Uncoated,Crude Oil,0.50000000000,0.00000000000,m3,Gas Production (Raw),0.10000000000,0.00000000000,103 m3,Salt/Produced Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,./0.png
"20070151",Release,14-28-066-10W5,"14","28","66","10","5","10104",Pipeline Licence,2007/01/14,2007/01/15,2007/02/01,Multiphase Pipeline,Equipment Failure,Internal corrosion,Corrosion Internal,SWANH,St. Albert,0K29,Devon Canada Corporation,,,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2007/01/14,"44756","9",Leak,Y,88.900000000000006,"2901",4.780000000000000,1.580000000000000,Operating,,Z245.3,Steel,4140.000000000000000,"13",Welded,YJ,Uncoated,Fresh Water,3.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20070350",Release,14-28-066-10W5,"14","28","66","10","5","10104",Pipeline Licence,2007/02/04,2007/02/05,2007/02/27,Multiphase Pipeline,Equipment Failure,External corrosion,Corrosion External,SWANH,St. Albert,0K29,Devon Canada Corporation,,,Crown,Crown Any Area,Y,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2007/02/05,"44756","9",Leak,N,88.900000000000006,"2901",4.780000000000000,1.580000000000000,Operating,,Z245.3,Steel,4140.000000000000000,"13",Welded,YJ,Uncoated,Crude Oil,0.10000000000,0.10000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20201813",Release,14-28-066-10W5,"14","28","66","10","5","0077572",Well Licence,2020/07/17,2020/08/06,,Suspended Well,External,Vandalism,Vandalism/Damage Others,SWANH,St. Albert,0HE9,Canadian Natural Resources Limited,0.000000000000000,0.000000000000000,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0.000000000000000,,,,,,,,,,,,,,,,,,,Transformer Oil,0.04000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19921356",Release,16-28-066-10W5,"16","28","66","10","5","10408",Pipeline Licence,1992/09/06,1992/09/06,1992/09/08,Multiphase Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1992/09/08,"47036","4",Leak,N,168.300000000000011,"2901",3.960000000000000,,Operating,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20061589",Release,16-28-066-10W5,"16","28","66","10","5","10104",Pipeline Licence,2006/06/16,2006/06/16,2007/10/09,Multiphase Pipeline,Equipment Failure,Internal corrosion,Corrosion Internal,SWANH,St. Albert,0K29,Devon Canada Corporation,,,Crown,Crown Any Area,Y,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2006/06/17,"44756","9",Leak,Y,88.900000000000006,"2901",4.780000000000000,1.580000000000000,Operating,,Z245.3,Steel,4140.000000000000000,"13",Welded,YJ,Uncoated,Fresh Water,0.10000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19790715",Release,04-29-066-10W5,"4","29","66","10","5","7981",Pipeline Licence,1979/09/08,1979/09/08,1980/05/09,Crude Oil Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1980/05/09,"29063","4",Leak,N,88.900000000000006,B,5.480000000000000,,Operating,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,Salt/Produced Water,5.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19982639",Release,04-29-066-10W5,"4","29","66","10","5","9353",Pipeline Licence,1998/10/30,1998/10/30,1998/10/30,Multiphase Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,,,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1998/10/30,"39462","4",Leak,N,88.900000000000006,B,5.490000000000000,1.260000000000000,Abandoned,,5L,Steel,,,Welded,,Uncoated,Crude Oil,0.50000000000,0.50000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20060332",Release,06-29-066-10W5,"6","29","66","10","5","9353",Pipeline Licence,2006/01/29,2006/01/30,2006/03/15,Multiphase Pipeline,Equipment Failure,External corrosion,Corrosion External,SWANH,St. Albert,0K29,Devon Canada Corporation,,,,,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2006/01/30,"39470","13",Leak,N,88.900000000000006,"2901",4.800000000000000,1.700000000000000,Operating,,Z245.1,Steel,9000.000000000000000,"29",Welded,Polyurethane,Uncoated,Crude Oil,0.20000000000,0.20000000000,m3,Salt/Produced Water,0.10000000000,0.10000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20060408",Release,06-29-066-10W5,"6","29","66","10","5","9353",Pipeline Licence,2006/02/10,2006/02/10,2006/03/15,Multiphase Pipeline,Equipment Failure,External corrosion,Corrosion External,SWANH,St. Albert,0K29,Devon Canada Corporation,,,Crown,Crown Any Area,Y,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2006/02/10,"39470","13",Leak,Y,88.900000000000006,"2901",4.800000000000000,1.700000000000000,Operating,,Z245.1,Steel,9000.000000000000000,"29",Welded,YJ,Uncoated,Fresh Water,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19771124",Release,10-29-066-10W5,"10","29","66","10","5",,,1977/11/30,1977/11/30,1978/06/26,Multiphase Pipeline,Conversion,Conversion,Operator Error,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1978/06/26,,"999",Leak,N,60.299999999999997,SL B,3.910000000000000,,Operating,,,,,,,,,Crude Oil,8.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19750622",Release,12-29-066-10W5,"12","29","66","10","5","0017694",Well Licence,1975/05/14,1975/05/14,1976/09/01,Gas Well,Conversion,Conversion,Operator Error,SWANH,St. Albert,0BL1,ConocoPhillips Canada (BRC) Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1976/09/01,,,,,,,,,,,,,,,,,,Crude Oil,16.00000000000,16.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19941752",Release,12-29-066-10W5,"12","29","66","10","5","9344",Pipeline Licence,1994/05/27,1994/05/27,1994/05/27,Multiphase Pipeline,Conversion,Conversion,Pipe Body Failure,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1994/05/27,"39393","3",Leak,Y,88.900000000000006,B,5.490000000000000,1.400000000000000,Operating,,5L,Steel,9000.000000000000000,"30",Welded,,Uncoated,Fresh Water,0.10000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19982986",Release,12-29-066-10W5,"12","29","66","10","5","9344",Pipeline Licence,1998/12/03,1998/12/03,1998/12/04,Multiphase Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,,,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1998/12/04,"39394","4",Leak,N,88.900000000000006,B,5.490000000000000,1.650000000000000,Abandoned,,5L,Steel,,,Welded,,Uncoated,Crude Oil,1.50000000000,1.50000000000,m3,Salt/Produced Water,0.50000000000,0.50000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19870922",Release,14-29-066-10W5,"14","29","66","10","5","9344",Pipeline Licence,1987/07/20,1987/07/20,1994/01/27,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1994/01/27,"39399","9",Leak,N,88.900000000000006,"0371",3.960000000000000,,Operating,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,Salt/Produced Water,1.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19941567",Release,15-29-066-10W5,"15","29","66","10","5","9344",Pipeline Licence,1994/05/22,1994/05/22,1994/06/02,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1994/06/02,"39393","3",Leak,N,88.900000000000006,B,5.490000000000000,1.400000000000000,Operating,,5L,Steel,9000.000000000000000,"30",Welded,,Uncoated,Crude Oil,0.20000000000,0.20000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20070149",Release,16-29-066-10W5,"16","29","66","10","5","9344",Pipeline Licence,2007/01/08,2007/01/08,2007/02/01,Multiphase Pipeline,Equipment Failure,External corrosion,Corrosion External,SWANH,St. Albert,0K29,Devon Canada Corporation,,,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2007/01/08,"39408","18",Leak,N,88.900000000000006,"2901",4.800000000000000,0.630000000000000,Operating,,Z245.1,Steel,9000.000000000000000,"29",Welded,YJ,Uncoated,Crude Oil,0.10000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20070150",Release,16-29-066-10W5,"16","29","66","10","5","9344",Pipeline Licence,2007/01/14,2007/01/15,2007/10/09,Multiphase Pipeline,Equipment Failure,External corrosion,Corrosion External,SWANH,St. Albert,0K29,Devon Canada Corporation,,,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2007/01/18,"39408","18",Leak,Y,88.900000000000006,"2901",4.800000000000000,0.630000000000000,Operating,,Z245.1,Steel,9000.000000000000000,"29",Welded,YJ,Uncoated,Fresh Water,3.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20091919",Release,16-29-066-10W5,"16","29","66","10","5","9344",Pipeline Licence,2009/10/06,2009/10/06,2009/12/16,Multiphase Pipeline,Equipment Failure,Mechanical/Strctural,Pipe Body Failure,SWANH,St. Albert,0K29,Devon Canada Corporation,0.000000000000000,0.000000000000000,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2009/10/06,"39391","1",Leak,Y,88.900000000000006,B,5.490000000000000,1.200000000000000,Operating,,5L,Steel,9000.000000000000000,"30",Welded,,Uncoated,Fresh Water,0.10000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
